f0_price_deviation,f1_num_offers,f2_single_bid,f3_days_to_delivery,f4_fast_delivery,f5_contract_duration,f6_award_amount_log,f7_competition,f8_dod_agency,f9_new_vendor,f_risk_combo,is_anomalous
1.164577709136176,3.0,1.0,151.0,0.0,114.0,5.540670949423877,1.0,1.0,0.0,0.0,0.0
0.5945252725722722,4.0,0.0,160.0,0.0,80.0,5.356030962411516,1.0,1.0,0.0,0.0,0.0
1.455319694658807,1.0,0.0,18.0,0.0,316.0,5.311695534122816,0.0,1.0,1.0,0.0,0.0
1.6004460284774311,8.0,0.0,85.0,0.0,390.0,4.358925110965005,0.0,1.0,0.0,0.0,0.0
0.37699717145772843,6.0,1.0,149.0,0.0,498.0,4.100819788504649,2.0,1.0,1.0,0.0,0.0
0.5214771854530029,1.0,0.0,86.0,0.0,367.0,4.808457200625867,0.0,1.0,0.0,0.0,0.0
1.066007329670628,2.0,0.0,151.0,0.0,390.0,7.026597709666461,0.0,1.0,0.0,0.0,0.0
0.8537462195396344,5.0,0.0,168.0,0.0,675.0,7.963239062204488,0.0,0.0,0.0,0.0,0.0
0.9916346075122767,5.0,0.0,85.0,0.0,264.0,7.714104700229316,0.0,1.0,0.0,0.0,0.0
0.6527755279955813,8.0,0.0,11.0,0.0,375.0,6.016877422151074,0.0,1.0,0.0,0.0,0.0
1.5522399044604602,3.0,0.0,61.0,0.0,420.0,6.127295423111737,0.0,1.0,0.0,0.0,0.0
1.4753510592064827,9.0,0.0,39.0,0.0,357.0,5.25832627614337,0.0,1.0,0.0,0.0,0.0
1.0335664031035248,5.0,0.0,85.0,0.0,707.0,7.095757754550625,0.0,1.0,0.0,0.0,0.0
1.7570224796921072,8.0,0.0,105.0,0.0,703.0,7.0590267517305945,1.0,1.0,0.0,0.0,0.0
1.2633345217513032,3.0,0.0,84.0,0.0,389.0,7.377089430329779,0.0,1.0,0.0,0.0,0.0
0.650739265099091,1.0,0.0,35.0,0.0,345.0,7.5820183087875375,0.0,1.0,0.0,0.0,0.0
1.2024671349738913,1.0,1.0,54.0,0.0,442.0,5.737396992901183,2.0,1.0,0.0,0.0,0.0
0.6191292024237867,4.0,0.0,122.0,0.0,156.0,7.06750227242879,0.0,1.0,0.0,0.0,1.0
1.5515045703337271,9.0,1.0,5.0,0.0,328.0,7.225594915183514,1.0,1.0,0.0,0.0,0.0
0.9753460425722876,1.0,0.0,39.0,1.0,181.0,5.233838489991001,0.0,1.0,0.0,0.0,0.0
0.9117119512059546,4.0,1.0,160.0,0.0,130.0,7.716968976024599,1.0,1.0,1.0,0.0,0.0
0.7114395885663859,1.0,0.0,18.0,0.0,96.0,4.377366010558622,0.0,1.0,0.0,0.0,1.0
1.8427714649372484,9.0,0.0,75.0,0.0,440.0,7.977076716653132,0.0,1.0,0.0,0.0,0.0
0.9256447650128455,7.0,0.0,38.0,0.0,30.0,7.080362872635478,0.0,1.0,1.0,0.0,0.0
0.8072160625205603,7.0,0.0,19.0,0.0,482.0,4.373083621297309,0.0,1.0,0.0,0.0,0.0
0.8385619862861468,7.0,0.0,76.0,0.0,332.0,6.624918592420002,0.0,0.0,0.0,0.0,0.0
1.3049367768941618,6.0,0.0,94.0,0.0,286.0,4.136717643713041,1.0,1.0,1.0,0.0,0.0
1.2004806667068704,7.0,0.0,32.0,0.0,568.0,7.0807477977767315,2.0,0.0,1.0,0.0,0.0
1.2292033858653202,1.0,0.0,14.0,0.0,407.0,7.196891686636221,0.0,1.0,1.0,0.0,0.0
1.2403709666192264,8.0,1.0,25.0,0.0,543.0,6.409641012365791,2.0,1.0,0.0,0.0,0.0
2.917782180406651,7.0,0.0,117.0,0.0,526.0,7.427441567666282,1.0,1.0,0.0,0.0,0.0
0.8161088745764237,7.0,0.0,154.0,0.0,52.0,4.391533120859439,2.0,1.0,1.0,0.0,0.0
0.7740480211126605,4.0,0.0,33.0,0.0,180.0,5.103695368163253,1.0,1.0,1.0,0.0,0.0
0.665719835660163,8.0,0.0,58.0,0.0,428.0,5.656710086370682,1.0,1.0,0.0,0.0,0.0
1.3606869891482338,4.0,0.0,62.0,0.0,712.0,4.1698318113123936,0.0,1.0,0.0,0.0,0.0
1.7585439163224659,1.0,0.0,65.0,0.0,137.0,5.792864350284665,1.0,1.0,0.0,0.0,1.0
0.9446188852862913,9.0,0.0,44.0,0.0,103.0,5.060853824450264,2.0,1.0,0.0,0.0,0.0
0.6569954154806799,3.0,0.0,10.0,0.0,688.0,5.570940048407012,0.0,1.0,0.0,0.0,0.0
0.6621649348051055,1.0,1.0,95.0,0.0,706.0,5.700410527969225,0.0,1.0,0.0,0.0,0.0
1.3844409250378307,6.0,0.0,64.0,0.0,147.0,7.51764693395074,0.0,1.0,0.0,0.0,0.0
1.450092120221525,3.0,0.0,62.0,0.0,311.0,5.081363882110557,2.0,1.0,0.0,0.0,0.0
1.312032070435436,8.0,0.0,48.0,0.0,468.0,7.574972514865088,0.0,1.0,0.0,0.0,0.0
0.7169459292961713,4.0,0.0,167.0,0.0,166.0,5.7038838592513965,1.0,1.0,0.0,0.0,0.0
1.1230864583556206,1.0,0.0,110.0,0.0,258.0,5.311230882775944,2.0,1.0,0.0,0.0,0.0
1.0600784391352445,9.0,0.0,75.0,0.0,306.0,6.010048197340584,3.0,1.0,0.0,0.0,0.0
1.1155463650188489,5.0,0.0,37.0,0.0,479.0,5.6709731454513586,0.0,1.0,1.0,0.0,0.0
1.546067157857123,3.0,0.0,144.0,0.0,245.0,5.029489252220584,1.0,0.0,0.0,0.0,0.0
1.1182866915658956,7.0,0.0,160.0,0.0,318.0,6.010717299184268,2.0,1.0,0.0,0.0,0.0
1.4041846043442368,5.0,0.0,6.0,0.0,232.0,4.607206932315325,0.0,1.0,0.0,0.0,0.0
1.0343668855266481,1.0,0.0,167.0,0.0,561.0,5.407719772091864,1.0,1.0,0.0,0.0,0.0
1.155530677329186,7.0,0.0,126.0,0.0,137.0,6.263160877496363,0.0,1.0,0.0,0.0,0.0
1.3711421969905602,4.0,0.0,18.0,0.0,191.0,5.653632977559434,1.0,0.0,0.0,0.0,0.0
0.4825947956037261,7.0,0.0,135.0,1.0,204.0,7.295649444203185,0.0,1.0,0.0,0.0,0.0
0.8522838859508147,9.0,0.0,20.0,0.0,664.0,5.026887046140665,0.0,1.0,0.0,0.0,0.0
0.7904235585408892,6.0,0.0,10.0,0.0,691.0,7.87908631532404,0.0,1.0,0.0,0.0,0.0
0.7265565761019326,7.0,0.0,21.0,0.0,380.0,7.138888083405405,0.0,1.0,0.0,0.0,0.0
0.8714723637863956,3.0,0.0,83.0,0.0,139.0,7.870372103989888,0.0,1.0,0.0,0.0,0.0
2.111652160648098,3.0,0.0,111.0,0.0,559.0,7.3525462193212165,1.0,1.0,0.0,0.0,0.0
0.6486152599618382,4.0,1.0,73.0,0.0,374.0,4.56841570340657,0.0,1.0,0.0,0.0,1.0
1.6227774837179034,8.0,0.0,22.0,0.0,624.0,6.1058403625400555,0.0,1.0,0.0,0.0,0.0
0.4310915123372112,5.0,1.0,36.0,0.0,281.0,4.679914084783142,1.0,1.0,0.0,0.0,0.0
