f0_price_deviation,f1_num_offers,f2_single_bid,f3_days_to_delivery,f4_fast_delivery,f5_contract_duration,f6_award_amount_log,f7_competition,f8_dod_agency,f9_new_vendor,f_risk_combo,is_anomalous
1.164577709136176,6.0,0.0,78.0,0.0,71.0,4.887816158243796,0.0,1.0,1.0,0.0,0.0
0.5945252725722722,6.0,0.0,86.0,1.0,609.0,5.804861176629062,3.0,1.0,1.0,0.0,0.0
1.455319694658807,2.0,0.0,133.0,0.0,654.0,5.85119575126714,0.0,1.0,0.0,0.0,0.0
1.6004460284774311,5.0,0.0,155.0,0.0,532.0,7.305642199890837,0.0,1.0,0.0,0.0,0.0
0.37699717145772843,5.0,0.0,95.0,0.0,645.0,6.7353787373363065,0.0,1.0,1.0,0.0,1.0
0.5214771854530029,4.0,0.0,115.0,0.0,440.0,6.572670174160221,0.0,1.0,0.0,0.0,0.0
1.066007329670628,7.0,0.0,133.0,0.0,357.0,6.599309690253113,2.0,1.0,0.0,0.0,0.0
0.8537462195396344,7.0,0.0,124.0,0.0,255.0,5.081880317529915,0.0,1.0,0.0,0.0,0.0
0.9916346075122767,5.0,1.0,25.0,0.0,675.0,5.486845039318136,2.0,1.0,0.0,0.0,0.0
0.6527755279955813,7.0,0.0,176.0,0.0,518.0,4.182649141746825,0.0,1.0,0.0,0.0,0.0
1.5522399044604602,7.0,0.0,30.0,0.0,163.0,7.1477645432484955,0.0,0.0,0.0,0.0,0.0
1.4753510592064827,6.0,1.0,74.0,0.0,699.0,5.731992860679256,0.0,1.0,0.0,0.0,0.0
1.0335664031035248,3.0,0.0,117.0,0.0,71.0,5.752953428350294,2.0,1.0,0.0,0.0,0.0
1.7570224796921072,7.0,0.0,73.0,0.0,441.0,4.981425059734507,0.0,1.0,0.0,0.0,1.0
1.2633345217513032,7.0,1.0,44.0,0.0,163.0,4.837709125837716,0.0,1.0,0.0,0.0,0.0
0.650739265099091,9.0,0.0,166.0,1.0,495.0,6.351287718276117,1.0,1.0,0.0,0.0,0.0
